"","qseqid","taxon","taxonomic_level","species","genus","family","order","class","phylum","kingdom"
"344","f96056405055a54c8834c9580df47a08","Oncorhynchus","genus",NA,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"345","fc167d714b7246d574645ca0c4acc0e2","Oncorhynchus","genus",NA,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"346","fc1d92143fd6436d3f0ed8c102e0c976","Gadus","genus",NA,"Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"347","fdb4ed76ff5b068104e6fdfedb4faf5a","Cottus","genus",NA,"Cottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"348","fe1388fa62801c2f5a0f4e99b97a2c9b","Oncorhynchus","genus",NA,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"349","fe239ac3955a5ea1130838539327f1ea","Cottus","genus",NA,"Cottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"350","ff084ed838e238c8d1890d0161376490","Myoxocephalus","genus",NA,"Myoxocephalus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"351","00f3ea471bfdc618416a1532eb6fb33a","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"352","01129416eb80b5d15ee31be0ab33efcb","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"353","011f4f0b6473b711380a4ff8fdc07c01","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"354","0159e718c185a6b4619fd2b748746a32","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"355","0187beddd33d88a52f6907cd1415ccbf","Lota lota","species","Lota lota","Lota","Lotidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"356","021c7e403878b18edb8adee2df13e092","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"357","02392bada163a09bdbd1ccbf66f117e2","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"358","027b97cea62f2141f292d96f6b4ee48d","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"359","02a4c50d2333c2d6807bec5a4dcbf51c","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"360","031835c99b1a86b88d1855dc30992ba7","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"361","0324308243749e4a651a6821b7fea53d","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"362","037185fc47e42360b2e87d0912630227","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"363","038ad75367730f74a1b0c307b456e1e5","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"364","0391b7d7dfc225d3b8a93916aa5d9fc3","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"365","043139b6517dce0d975d7f9bd21de43b","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"366","043dff73efd895d92becf37528ad9f42","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"367","045d3fbf045122d2751d8b788f29a2d0","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"368","051f4d1129d48278a67577184e20dba6","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"369","0529e63ee97079a6249d5dddbf467821","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"370","0597e10460a22588708ddf5fd434c503","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"371","05bd9b5534f9f22cf34bcdff39787f7e","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"372","060a8397c9dfdec8829587dbacde34e0","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"373","060f3c39ae2ff73642e710e4e9314581","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"374","061e4481561c5537e26e6cb7c43fdfed","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"375","062aaf9019bbcd4ef4052661905d9aa6","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"376","0631764a0e1367a237389d03724368eb","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"377","065714e35578650295a4bcf481991ce1","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"378","068542d44b49da8197505c9dd025cc07","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"379","06b88d9fd2b55becf6aab985c2eb7b55","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"380","074c17c5d16ac1facc8304bac0a0c55b","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"381","084ccaf929d2ef44047675389c131e31","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"382","086c7e2e2de4106da172400808b482a6","Oncorhynchus tshawytscha","species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"383","08df12561306e6eaf5c0751244fbdfa8","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"384","094cff43d5d0aba6868e5e3bbec7a18f","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"385","099ec23ef5d1d98cb7cde3849e9b485a","Blepsias bilobus","species","Blepsias bilobus","Blepsias","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"386","09d04f0f1dbe1ceaffa12350cd00951b","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"387","09db6d5778ab147ee6618db20095e6a9","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"388","0ac10860a0ad5a605f956c13d0d355b6","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"389","0b9670356d2c070c0e34b288f56aefcf","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"390","0bd19c640b7b2702c163bc45cf21c8a9","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"391","0bef97a2e309fb5af3c48dd48e126e53","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"392","0c4c0a2750a33e5a9fe99bf0bb3f3f03","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"393","0cbcd7705e3ced90c822f2efadd12603","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"394","0ce0596b1c571ba0d095cd614afea1ba","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"395","0ce4f90e1194bf2752d6039cbe7e71de","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"396","0da9336f8560c410d93d026589184087","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"397","0db06bdff0b7d596aab86a8f53e20446","Cottus cognatus","species","Cottus cognatus","Cottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"398","0dba6ab47e01abb3f555611b28362891","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"399","0dc7f41f37ca4fd0768bf86381247020","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"400","0f87445512013d8bc1911001eb134ad7","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"401","0fab9ae68e7409bc3df8ffd2f60c0b86","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"402","0fb8b597155340bb3b98368633af3800","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"403","0fcb2e1e49d740ca08edf290b3cba747","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"404","10254768210bd42836ab5c5db14b4068","Artedius fenestralis","species","Artedius fenestralis","Artedius","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"405","10eb3545ab260722d5422eb0ae93d708","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"406","1108862c287c4b6a16a6eb228323ce12","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"407","1162fd6be354221607183b1680679b47","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"408","11c2a957e4ab97e0a47663494e3b954c","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"409","1206285cb850b4a69a0d1816520bb09d","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"410","1239b81d94022950ea61c2c6cded8b1a","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"411","1265ea0a1a5a8a3b4520f232f16cbd1c","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"412","1276e9b90a3dbffee9d9f37818684e30","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"413","1291eb8669528aebb135e38bad9e9682","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"414","12c5431406a3bb1260f5359e68f602b4","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"415","12f4844d423a248bf71f307d38fbb916","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"416","13037efe154a7a697f313fb73e88fcbc","Artedius fenestralis","species","Artedius fenestralis","Artedius","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"417","1387a48174625b64c6a7863c786ab783","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"418","13b6efdf164561c7b55b2caee217ad1e","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"419","13d443bd0878ac7b196dd8b35104c880","Stichaeus punctatus","species","Stichaeus punctatus","Stichaeus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"420","1415e1583c7c8fee7694fb67eaba815f","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"421","1422b05384022fe0d7d5ee46224fe6b2","Microgadus proximus","species","Microgadus proximus","Microgadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"422","1428b218f737d692b732a2280bec0438","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"423","1480a4de79b8a1309eb3a86be4ec1b1b","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"424","152ff66629a2c88b5cbb633070998bb8","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"425","157f6ea0d8c3afe0ec1e0c2943c44b28","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"426","15ad69ac431e599bd8058c0a9a388044","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"427","15c3760db336c7e4b003ba6aad3c7f80","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"428","15dafcc14e740c03cd30274d3344c5cb","Nautichthys oculofasciatus","species","Nautichthys oculofasciatus","Nautichthys","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"429","15e45308818eaf8f660b6d1bbf0d72cb","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"430","160e8077cd2eca4af5d85c08c2ce012e","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"431","172cc1dc0603c95784b8436e7edbf0b9","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"432","1739c9c985c4df237f82218d0842d3ec","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"433","1794efd69f6c6fdcb1eca509490ea35f","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"434","1823a561362a4dd664ddaa2993161fdf","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"435","186c64611308ecc1ca6b4c3a7935489a","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"436","1886074b8d13158732f9a28244721a3a","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"437","192d48295b9097884fa3bf85c84f9bb0","Hypomesus pretiosus","species","Hypomesus pretiosus","Hypomesus","Osmeridae","Osmeriformes","Actinopteri","Chordata","Eukaryota"
"438","19e23b208cdc1c0a750afa55872900a6","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"439","1aa99167a4f14f986cd6ffcfc2b8c5ff","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"440","1b0ca1a73e3fc151e81aaf56e473445d","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"441","1b40c5958435bc29b5b6fe92b4d24edf","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"442","1b67ea9c904c3db4f8f3e2690f913670","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"443","1b7278eea35362c7b291b09060f89f8b","Ammodytes personatus","species","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota"
"444","1ba2021eda63e34ea765c68cc05f478e","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"445","1bedb1bde212b8f851b5aaad78c53676","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"446","1c1f23ca1dd492ddd96d422755e6b7fb","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"447","1c49e9ff152cdb5fc11947e877902274","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"448","1c536914680204680179f2a6259fe750","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"449","1cfb7389d097793d6341a493c2df1f2d","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"450","1d5ff0828f9e9df8a846ac957454bfdd","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"451","1da38fb958f9ab4279b79be165e28802","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"452","1df5539d06419a3a69684dedd37adbfd","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"453","1e1ffca808b5de8dd7abf1aaec2ed586","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"454","1e8e53f36a1620288840403895070227","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"455","1eb4a2101d80737789becc081550cdd3","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"456","1ebabbfb1c68c1662b57272f4eead2b9","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"457","1ecc5e351d9a2210b883536546413e86","Oncorhynchus nerka","species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"458","1fde4b569f7567f0927a254f538be212","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"459","203667fc166b13ce859ac5da7a464df7","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"460","2055bb05bd3fffeb02484702877c8e48","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"461","214cc374fbe5a9d236057d2e80859791","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"462","218fdd1767215b8be07489639589c26b","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"463","21b76d2070952e8f60567ccce52c9655","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"464","22154135859ab521f9f59d5545912cca","Ammodytes personatus","species","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota"
"465","2281dfb7eafa04045b09d89e9c4c9f2b","Leptocottus armatus","species","Leptocottus armatus","Leptocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"466","228869a612a7275150d4b32d25d291bb","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"467","22f5802b311fd9a2ff26290a94b3488b","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"468","231293709a3fa226d850769939f098bf","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"469","23382c4e10829229cc25560f6d8ea2fa","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"470","238a18ebc5c55c833166827de287425d","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"471","23c432357614bdb7056fc561a7402805","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"472","23e23a24c51eb334b6f516b6236d804c","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"473","2484e7ceb2ce31fa8b25c53352955cad","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"474","2549faf658e04be9176ea1ad0bcf5c45","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"475","255e7706469b395bf70b80a840b2b18c","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"476","256cc682fc79b160c6fad8fbfaa9395c","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"477","25d9da7972d8f0da9a12c25a85c2aba2","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"478","2612d2a69e88dd4ba59fa41ffd680b59","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"479","2633e3518d356ef41fd94408456d4acd","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"480","2648afdd45ad92b42f7eb7fd38e13cd2","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"481","26dfa24db4e97be7162f8d9e6fcdad05","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"482","2711a88c3ccf9c20afdb7a4285ae7799","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"483","28a35e400eccbc16f1feb9434f85f4b7","Microgadus proximus","species","Microgadus proximus","Microgadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"484","28f74de50ee86621e947fe15fe26c886","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"485","295c55613680494fb6baf917304cf4fe","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"486","297549f21dd8c7de5bac1e64a77cb860","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"487","298fedb7e3baf6cc7108ee44bf2255ad","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"488","299048dc7270729c57ca559454cfecc4","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"489","29a498effa517bb6479c4c1a12f19991","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"490","29cd3e1ee792852618d5e4bcbc2e5861","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"491","2a402efb41b636d2a7bea090c8a3375d","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"492","2a710e68a60b375a53a1720d3fe6a9b7","Platichthys stellatus","species","Platichthys stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota"
"493","2aa88c20386d4c7475aeecb664f63541","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"494","2ab2af2540fe4aca3b3013dde415374e","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"495","2af2c09d1dd6fcfc5d2b83147285d678","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"496","2b1934dc79a10b0df514bb804ed93471","Podothecus accipenserinus","species","Podothecus accipenserinus","Podothecus","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"497","2b1bcdc115d8e875bd5782d45b6ffacd","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"498","2b1dcd3a028d98c49372c30c68c6aaeb","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"499","2b3853c3d7481df2aa4909b7d14f8cab","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"500","2b46aa4cc294586e16e4a892a18d0d65","Leptocottus armatus","species","Leptocottus armatus","Leptocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"501","2b9c1ef7bbbc61f99e407eb917d7c4d0","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"502","2c1d0e64bc72ca43f726c6f5b65125b7","Artedius fenestralis","species","Artedius fenestralis","Artedius","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"503","2c4c08ac37c1ebae5f6737e76261d904","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"504","2cb68200604b429615a5c4d3cc1d1b3d","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"505","2cf7237fdbd1d351f49224cdef74db39","Trichodon trichodon","species","Trichodon trichodon","Trichodon","Trichodontidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"506","2d2439a679061b43425803a4119586c1","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"507","2d6cf0993fefe33d194b175a21d5fd7c","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
