Region,Region.Code,code,Site,site.letter,Sample,sampling.date.code,sampling.set,bottle.number,sample.name.library.prep,SamplingDate,SamplingMonth,SamplingYear.x,Buffer,Extraction.Status,sample.box,Library.Preparation.Status..MiFish.,Library.Preparation.Status..16s_Metazoa.,Library.Preparation.Status..MarVer.,field.notes,lab.notes
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set1_4,421,1,4,kbg421s14,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set1_4,421,1,4,kbg421s14,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set3_1,421,3,1,kbg421s31,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set3_1,421,3,1,kbg421s31,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set3_2,421,3,2,kbg421s32,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set3_2,421,3,2,kbg421s32,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set3_3,421,3,3,kbg421s33,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set3_3,421,3,3,kbg421s33,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set3_4,421,3,4,kbg421s34,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set3_4,421,3,4,kbg421s34,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set5_1,421,5,1,kbg421s51,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set5_1,421,5,1,kbg421s51,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set5_2,421,5,2,kbg421s52,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set5_2,421,5,2,kbg421s52,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set5_3,421,5,3,kbg421s53,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set5_3,421,5,3,kbg421s53,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set5_4,421,5,4,kbg421s54,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_3-30-21-Set5_4,421,5,4,kbg421s54,3/30/21,April,2021,ethanol ,complete,kb box 1,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set1_NC,921,1,NC,kbg921s1NC,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set1_NC,921,1,NC,kbg921s1NC,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set1_1,921,1,1,kbg921s11,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set1_1,921,1,1,kbg921s11,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set1_2,921,1,2,kbg921s12,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set1_2,921,1,2,kbg921s12,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set1_3,921,1,3,kbg921s13,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set1_3,921,1,3,kbg921s13,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set1_4,921,1,4,kbg921s14,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set1_4,921,1,4,kbg921s14,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set3_1,921,3,1,kbg921s31,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set3_1,921,3,1,kbg921s31,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set3_2,921,3,2,kbg921s32,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set3_2,921,3,2,kbg921s32,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set3_3,921,3,3,kbg921s33,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set3_3,921,3,3,kbg921s33,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set3_4,921,3,4,kbg921s34,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set3_4,921,3,4,kbg921s34,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set5_1,921,5,1,kbg921s51,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set5_1,921,5,1,kbg921s51,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set5_2,921,5,2,kbg921s52,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set5_2,921,5,2,kbg921s52,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set5_3,921,5,3,kbg921s53,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set5_3,921,5,3,kbg921s53,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set5_4,921,5,4,kbg921s54,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8-22-21_Set5_4,921,5,4,kbg921s54,8/22/21,August,2021,ethanol ,complete,kb box 2,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set1_NC,621,1,NC,kbg621s1NC,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set1_NC,621,1,NC,kbg621s1NC,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set1_1,621,1,1,kbg621s11,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set1_1,621,1,1,kbg621s11,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set1_2,621,1,2,kbg621s12,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set1_2,621,1,2,kbg621s12,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set1_3,621,1,3,kbg621s13,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set1_3,621,1,3,kbg621s13,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set1_4,621,1,4,kbg621s14,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set1_4,621,1,4,kbg621s14,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set3_1,621,3,1,kbg621s31,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set3_1,621,3,1,kbg621s31,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set3_2,621,3,2,kbg621s32,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set3_2,621,3,2,kbg621s32,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set3_3,621,3,3,kbg621s33,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set3_3,621,3,3,kbg621s33,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set3_4,621,3,4,kbg621s34,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set3_4,621,3,4,kbg621s34,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set5_1,621,5,1,kbg621s51,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set5_1,621,5,1,kbg621s51,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set5_2,621,5,2,kbg621s52,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set5_2,621,5,2,kbg621s52,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set5_3,621,5,3,kbg621s53,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set5_3,621,5,3,kbg621s53,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set5_4,621,5,4,kbg621s54,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5-26-21_Set5_4,621,5,4,kbg621s54,5/26/21,May,2021,ethanol ,complete,kb box 3,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_4_17_22_Set1_1,422,1,1,kbg422s11,4/17/22,Apr,2022,ethanol ,complete,,L20230323,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_4_17_22_Set1_2,422,1,2,kbg422s12,4/17/22,Apr,2022,ethanol ,complete,,L20230323,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_4_17_22_Set1_3,422,1,3,kbg422s13,4/17/22,Apr,2022,ethanol ,complete,,L20230323,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_4_17_22_Set1_4,422,1,4,kbg422s14,4/17/22,Apr,2022,ethanol ,complete,,L20230323,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_4_17_22_Set1_NC,422,1,NC,kbg422s1NC,4/17/22,Apr,2022,ethanol ,complete,,L20230323,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_4_17_22_Set3_1,422,3,1,kbg422s31,4/17/22,Apr,2022,ethanol ,complete,,L20230323,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_4_17_22_Set3_2,422,3,2,kbg422s32,4/17/22,Apr,2022,ethanol ,complete,,L20230323,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_4_17_22_Set3_3,422,3,3,kbg422s33,4/17/22,Apr,2022,ethanol ,complete,,L20230323,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_4_17_22_Set3_4,422,3,4,kbg422s34,4/17/22,Apr,2022,ethanol ,complete,,L20230323,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_4_17_22_Set5_1,422,5,1,kbg422s51,4/17/22,Apr,2022,ethanol ,complete,,L20230323,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_4_17_22_Set5_2,422,5,2,kbg422s52,4/17/22,Apr,2022,ethanol ,complete,,L20230323,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_4_17_22_Set5_3,422,5,3,kbg422s53,4/17/22,Apr,2022,ethanol ,complete,,L20230323,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_4_17_22_Set5_4,422,5,4,kbg422s54,4/17/22,Apr,2022,ethanol ,complete,,L20230323,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5_15_22_Set1_NC,522,1,NC,kbg522s1NC,5/15/22,May,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5_15_22_Set1_1,522,1,1,kbg522s11,5/15/22,May,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5_15_22_Set1_2,522,1,2,kbg522s12,5/15/22,May,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5_15_22_Set1_3,522,1,3,kbg522s13,5/15/22,May,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5_15_22_Set1_4,522,1,4,kbg522s14,5/15/22,May,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5_15_22_Set3_1,522,3,1,kbg522s31,5/15/22,May,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5_15_22_Set3_2,522,3,2,kbg522s32,5/15/22,May,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5_15_22_Set3_3,522,3,3,kbg522s33,5/15/22,May,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5_15_22_Set3_4,522,3,4,kbg522s34,5/15/22,May,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5_15_22_Set5_1,522,5,1,kbg522s51,5/15/22,May,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5_15_22_Set5_2,522,5,2,kbg522s52,5/15/22,May,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5_15_22_Set5_3,522,5,3,kbg522s53,5/15/22,May,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_5_15_22_Set5_4,522,5,4,kbg522s54,5/15/22,May,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_6_14_22_Set1_NC,622,1,NC,kbg622s1NC,6/14/22,Jun,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_6_14_22_Set1_1,622,1,1,kbg622s11,6/14/22,Jun,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_6_14_22_Set1_2,622,1,2,kbg622s12,6/14/22,Jun,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_6_14_22_Set1_3,622,1,3,kbg622s13,6/14/22,Jun,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_6_14_22_Set1_4,622,1,4,kbg622s14,6/14/22,Jun,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_6_14_22_Set3_1,622,3,1,kbg622s31,6/14/22,Jun,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_6_14_22_Set3_2,622,3,2,kbg622s32,6/14/22,Jun,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_6_14_22_Set3_3,622,3,3,kbg622s33,6/14/22,Jun,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_6_14_22_Set3_4,622,3,4,kbg622s34,6/14/22,Jun,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_6_14_22_Set5_1,622,5,1,kbg622s51,6/14/22,Jun,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_6_14_22_Set5_2,622,5,2,kbg622s52,6/14/22,Jun,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_6_14_22_Set5_3,622,5,3,kbg622s53,6/14/22,Jun,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_6_14_22_Set5_4,622,5,4,kbg622s54,6/14/22,Jun,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_7_13_22_Set1_NC,722,1,NC,kbg722s1NC,7/13/22,Jul,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_7_13_22_Set1_1,722,1,1,kbg722s11,7/14/22,Jul,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_7_13_22_Set1_2,722,1,2,kbg722s12,7/15/22,Jul,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_7_13_22_Set1_3,722,1,3,kbg722s13,7/16/22,Jul,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_7_13_22_Set1_4,722,1,4,kbg722s14,7/17/22,Jul,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_7_13_22_Set3_1,722,3,1,kbg722s31,7/18/22,Jul,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_7_13_22_Set3_2,722,3,2,kbg722s32,7/19/22,Jul,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_7_13_22_Set3_3,722,3,3,kbg722s33,7/20/22,Jul,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_7_13_22_Set3_4,722,3,4,kbg722s34,7/21/22,Jul,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_7_13_22_Set5_1,722,5,1,kbg722s51,7/22/22,Jul,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_7_13_22_Set5_2,722,5,2,kbg722s52,7/23/22,Jul,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_7_13_22_Set5_3,722,5,3,kbg722s53,7/24/22,Jul,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_7_13_22_Set5_4,722,5,4,kbg722s54,7/25/22,Jul,2022,ethanol ,complete,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8_11_22_Set1_NC,822,1,NC,kbg822s1NC,8/11/22,Aug,2022,ethanol ,,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8_11_22_Set1_1,822,1,1,kbg822s11,8/11/22,Aug,2022,ethanol ,,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8_11_22_Set1_2,822,1,2,kbg822s12,8/11/22,Aug,2022,ethanol ,,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8_11_22_Set1_3,822,1,3,kbg822s13,8/11/22,Aug,2022,ethanol ,,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8_11_22_Set1_4,822,1,4,kbg822s14,8/11/22,Aug,2022,ethanol ,,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8_11_22_Set3_1,822,3,1,kbg822s31,8/11/22,Aug,2022,ethanol ,,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8_11_22_Set3_2,822,3,2,kbg822s32,8/11/22,Aug,2022,ethanol ,,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8_11_22_Set3_3,822,3,3,kbg822s33,8/11/22,Aug,2022,ethanol ,,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8_11_22_Set3_4,822,3,4,kbg822s34,8/11/22,Aug,2022,ethanol ,,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8_11_22_Set5_1,822,5,1,kbg822s51,8/11/22,Aug,2022,ethanol ,,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8_11_22_Set5_2,822,5,2,kbg822s52,8/11/22,Aug,2022,ethanol ,,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8_11_22_Set5_3,822,5,3,kbg822s53,8/11/22,Aug,2022,ethanol ,,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_8_11_22_Set5_4,822,5,4,kbg822s54,8/11/22,Aug,2022,ethanol ,,,,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_9_11_22_Set1_NC,922,1,NC,kbg922s1NC,9/11/22,Sep,2022,ethanol ,complete,,L20230529,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_9_11_22_Set1_1,922,1,1,kbg922s11,9/11/22,Sep,2022,ethanol ,complete,,L20230529,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_9_11_22_Set1_2,922,1,2,kbg922s12,9/11/22,Sep,2022,ethanol ,complete,,L20230529,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_9_11_22_Set1_3,922,1,3,kbg922s13,9/11/22,Sep,2022,ethanol ,complete,,L20230529,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_9_11_22_Set1_4,922,1,4,kbg922s14,9/11/22,Sep,2022,ethanol ,complete,,L20230529,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_9_11_22_Set3_1,922,3,1,kbg922s31,9/11/22,Sep,2022,ethanol ,complete,,L20230529,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_9_11_22_Set3_2,922,3,2,kbg922s32,9/11/22,Sep,2022,ethanol ,complete,,L20230529,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_9_11_22_Set3_3,922,3,3,kbg922s33,9/11/22,Sep,2022,ethanol ,complete,,L20230529,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_9_11_22_Set3_4,922,3,4,kbg922s34,9/11/22,Sep,2022,ethanol ,complete,,L20230529,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_9_11_22_Set5_1,922,5,1,kbg922s51,9/11/22,Sep,2022,ethanol ,complete,,L20230529,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_9_11_22_Set5_2,922,5,2,kbg922s52,9/11/22,Sep,2022,ethanol ,complete,,L20230529,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_9_11_22_Set5_3,922,5,3,kbg922s53,9/11/22,Sep,2022,ethanol ,complete,,L20230529,NA,NA,NA,
Kachemak Bay ,kb,kbgwi,grewingk,g,GRE_9_11_22_Set5_4,922,5,4,kbg922s54,9/11/22,Sep,2022,ethanol ,complete,,L20230529,NA,NA,NA,
Kachemak Bay ,kb,kbhbi,halibut,h,HAL_4-1-21_Set1_NC,421,1,NC,kbh421s1NC,4/1/21,April,2021,ethanol ,complete,kb hal 2021,,NA,NA,NA,
Kachemak Bay ,kb,kbhbi,halibut,h,HAL_4-1-21_Set1_1,421,1,1,kbh421s11,4/1/21,April,2021,ethanol ,complete,kb hal 2021,,NA,NA,NA,
Kachemak Bay ,kb,kbhbi,halibut,h,HAL_4-1-21_Set1_2,421,1,2,kbh421s12,4/1/21,April,2021,ethanol ,complete,kb hal 2021,,NA,NA,NA,
